,day,open,high,low,close,volume
39,2026-02-03 14:32:00,3.96,3.96,3.94,3.95,1098900
40,2026-02-03 14:33:00,3.95,3.95,3.94,3.94,295900
41,2026-02-03 14:34:00,3.94,3.95,3.94,3.94,57400
42,2026-02-03 14:35:00,3.95,3.95,3.94,3.95,121600
43,2026-02-03 14:36:00,3.95,3.95,3.94,3.95,308400
44,2026-02-03 14:37:00,3.95,3.95,3.94,3.95,312900
45,2026-02-03 14:38:00,3.94,3.95,3.94,3.94,438200
46,2026-02-03 14:39:00,3.94,3.95,3.94,3.94,79400
47,2026-02-03 14:40:00,3.94,3.95,3.94,3.94,290500
48,2026-02-03 14:41:00,3.94,3.95,3.94,3.95,121100
49,2026-02-03 14:42:00,3.94,3.95,3.94,3.95,169600
50,2026-02-03 14:43:00,3.94,3.95,3.94,3.95,645800
51,2026-02-03 14:44:00,3.95,3.96,3.94,3.96,588031
52,2026-02-03 14:45:00,3.95,3.96,3.95,3.95,80000
53,2026-02-03 14:46:00,3.95,3.96,3.95,3.95,341000
54,2026-02-03 14:47:00,3.95,3.95,3.94,3.95,281169
55,2026-02-03 14:48:00,3.95,3.95,3.94,3.95,329600
56,2026-02-03 14:49:00,3.95,3.95,3.94,3.94,423700
57,2026-02-03 14:50:00,3.94,3.95,3.94,3.94,490500
58,2026-02-03 14:51:00,3.94,3.95,3.94,3.94,721400
59,2026-02-03 14:52:00,3.94,3.95,3.94,3.94,469900
60,2026-02-03 14:53:00,3.93,3.95,3.93,3.95,275000
61,2026-02-03 14:54:00,3.94,3.95,3.94,3.95,387500
62,2026-02-03 14:55:00,3.94,3.95,3.94,3.94,256200
63,2026-02-03 14:56:00,3.94,3.95,3.94,3.95,264600
64,2026-02-03 14:57:00,3.95,3.96,3.94,3.96,670100
65,2026-02-03 15:00:00,3.95,3.95,3.95,3.95,684200
66,2026-02-04 09:31:00,3.95,3.95,3.89,3.89,1288400
67,2026-02-04 09:32:00,3.9,3.93,3.89,3.91,759200
68,2026-02-04 09:33:00,3.91,3.93,3.91,3.91,266450
69,2026-02-04 09:34:00,3.92,3.92,3.9,3.92,824950
70,2026-02-04 09:35:00,3.91,3.94,3.91,3.93,552315
71,2026-02-04 09:36:00,3.94,3.98,3.93,3.98,951700
72,2026-02-04 09:37:00,3.98,3.98,3.95,3.96,1195200
73,2026-02-04 09:38:00,3.96,3.99,3.96,3.98,1042800
74,2026-02-04 09:39:00,3.98,3.99,3.95,3.95,563500
75,2026-02-04 09:40:00,3.95,3.96,3.94,3.95,670600
76,2026-02-04 09:41:00,3.95,4.0,3.95,3.99,2565500
77,2026-02-04 09:42:00,3.99,4.0,3.99,3.99,448300
78,2026-02-04 09:43:00,4.0,4.0,3.98,3.99,839800
79,2026-02-04 09:44:00,3.99,3.99,3.98,3.98,180300
80,2026-02-04 09:45:00,3.98,4.0,3.98,3.99,554200
81,2026-02-04 09:46:00,3.99,4.01,3.98,4.0,1026600
82,2026-02-04 09:47:00,4.0,4.01,3.98,3.99,1193000
83,2026-02-04 09:48:00,4.0,4.01,3.98,3.99,550300
84,2026-02-04 09:49:00,3.99,4.0,3.97,3.97,517600
85,2026-02-04 09:50:00,3.97,3.98,3.97,3.97,313000
86,2026-02-04 09:51:00,3.97,3.98,3.96,3.97,301299
87,2026-02-04 09:52:00,3.97,3.98,3.96,3.97,226900
88,2026-02-04 09:53:00,3.97,3.98,3.96,3.96,363100
89,2026-02-04 09:54:00,3.97,3.98,3.96,3.97,562800
90,2026-02-04 09:55:00,3.97,3.99,3.97,3.98,180300
91,2026-02-04 09:56:00,3.98,3.99,3.97,3.99,226500
92,2026-02-04 09:57:00,3.98,3.98,3.97,3.97,347300
93,2026-02-04 09:58:00,3.97,3.99,3.97,3.98,135400
94,2026-02-04 09:59:00,3.98,3.99,3.98,3.99,91200
95,2026-02-04 10:00:00,3.98,3.98,3.97,3.98,118200
96,2026-02-04 10:01:00,3.98,3.99,3.97,3.98,1371700
97,2026-02-04 10:02:00,3.99,3.99,3.98,3.98,165200
98,2026-02-04 10:03:00,3.99,4.0,3.98,4.0,570029
99,2026-02-04 10:04:00,3.99,4.01,3.99,4.0,1086100
100,2026-02-04 10:05:00,4.01,4.01,4.0,4.01,234300
101,2026-02-04 10:06:00,4.0,4.01,4.0,4.0,261100
102,2026-02-04 10:07:00,4.0,4.01,4.0,4.01,244100
103,2026-02-04 10:08:00,4.01,4.01,4.0,4.0,664000
104,2026-02-04 10:09:00,4.01,4.02,4.0,4.02,473500
105,2026-02-04 10:10:00,4.01,4.02,4.01,4.01,167600
106,2026-02-04 10:11:00,4.01,4.02,4.0,4.01,292300
107,2026-02-04 10:12:00,4.02,4.02,4.01,4.01,124600
108,2026-02-04 10:13:00,4.01,4.02,4.0,4.01,234700
109,2026-02-04 10:14:00,4.01,4.02,4.0,4.01,394900
110,2026-02-04 10:15:00,4.01,4.02,4.0,4.01,143900
111,2026-02-04 10:16:00,4.01,4.02,4.01,4.01,66100
112,2026-02-04 10:17:00,4.01,4.02,4.0,4.01,206900
113,2026-02-04 10:18:00,4.01,4.02,4.01,4.01,46300
114,2026-02-04 10:19:00,4.01,4.02,4.01,4.02,52800
115,2026-02-04 10:20:00,4.01,4.02,4.0,4.01,361700
116,2026-02-04 10:21:00,4.01,4.02,4.01,4.01,120600
117,2026-02-04 10:22:00,4.01,4.02,4.01,4.01,283000
118,2026-02-04 10:23:00,4.01,4.02,4.01,4.02,57200
119,2026-02-04 10:24:00,4.02,4.02,4.01,4.01,275300
120,2026-02-04 10:25:00,4.01,4.02,4.01,4.02,447100
121,2026-02-04 10:26:00,4.02,4.03,4.01,4.02,1401000
122,2026-02-04 10:27:00,4.03,4.03,4.02,4.02,63900
123,2026-02-04 10:28:00,4.02,4.03,4.02,4.02,71500
124,2026-02-04 10:29:00,4.02,4.03,4.01,4.01,236300
125,2026-02-04 10:30:00,4.01,4.02,4.0,4.0,706600
126,2026-02-04 10:31:00,4.0,4.02,4.0,4.02,171900
127,2026-02-04 10:32:00,4.01,4.02,4.01,4.01,167400
128,2026-02-04 10:33:00,4.01,4.02,4.01,4.01,143100
129,2026-02-04 10:34:00,4.01,4.02,4.01,4.02,189900
130,2026-02-04 10:35:00,4.01,4.02,4.01,4.01,66500
131,2026-02-04 10:36:00,4.02,4.02,4.01,4.01,60200
132,2026-02-04 10:37:00,4.01,4.02,4.01,4.01,20500
133,2026-02-04 10:38:00,4.01,4.02,4.01,4.01,28400
134,2026-02-04 10:39:00,4.01,4.02,4.01,4.02,42200
135,2026-02-04 10:40:00,4.01,4.02,4.0,4.0,802300
136,2026-02-04 10:41:00,4.0,4.02,4.0,4.01,126900
137,2026-02-04 10:42:00,4.01,4.02,4.01,4.01,98500
138,2026-02-04 10:43:00,4.02,4.02,4.01,4.01,52500
139,2026-02-04 10:44:00,4.01,4.02,4.01,4.02,45300
140,2026-02-04 10:45:00,4.01,4.02,4.01,4.01,127200
141,2026-02-04 10:46:00,4.01,4.02,4.01,4.01,100900
142,2026-02-04 10:47:00,4.02,4.02,4.01,4.01,55700
143,2026-02-04 10:48:00,4.01,4.02,4.01,4.01,113200
144,2026-02-04 10:49:00,4.01,4.02,4.01,4.01,13000
145,2026-02-04 10:50:00,4.01,4.02,4.01,4.01,154500
146,2026-02-04 10:51:00,4.01,4.02,4.01,4.01,217300
147,2026-02-04 10:52:00,4.01,4.02,4.01,4.01,137200
148,2026-02-04 10:53:00,4.01,4.02,4.01,4.01,121100
149,2026-02-04 10:54:00,4.02,4.02,4.01,4.01,15200
150,2026-02-04 10:55:00,4.01,4.02,4.01,4.01,79700
151,2026-02-04 10:56:00,4.01,4.02,4.01,4.01,59100
152,2026-02-04 10:57:00,4.01,4.02,4.01,4.01,36000
153,2026-02-04 10:58:00,4.02,4.02,4.01,4.01,125300
154,2026-02-04 10:59:00,4.01,4.02,4.01,4.01,66400
155,2026-02-04 11:00:00,4.01,4.02,4.01,4.01,575800
156,2026-02-04 11:01:00,4.02,4.02,4.01,4.01,372400
157,2026-02-04 11:02:00,4.02,4.02,4.01,4.01,85000
158,2026-02-04 11:03:00,4.02,4.02,4.01,4.01,68100
159,2026-02-04 11:04:00,4.01,4.02,4.01,4.01,72800
160,2026-02-04 11:05:00,4.01,4.02,4.01,4.01,117700
161,2026-02-04 11:06:00,4.01,4.02,4.01,4.01,95500
162,2026-02-04 11:07:00,4.02,4.02,4.01,4.02,104500
163,2026-02-04 11:08:00,4.02,4.02,4.01,4.01,44000
164,2026-02-04 11:09:00,4.01,4.02,4.01,4.01,141200
165,2026-02-04 11:10:00,4.01,4.02,4.01,4.01,247100
166,2026-02-04 11:11:00,4.01,4.02,4.0,4.01,226200
167,2026-02-04 11:12:00,4.0,4.01,4.0,4.0,28700
168,2026-02-04 11:13:00,4.01,4.01,4.0,4.0,35400
169,2026-02-04 11:14:00,4.0,4.01,4.0,4.0,73300
170,2026-02-04 11:15:00,4.0,4.01,3.99,3.99,778700
171,2026-02-04 11:16:00,3.99,4.0,3.98,3.98,693700
172,2026-02-04 11:17:00,3.98,3.99,3.98,3.99,265100
173,2026-02-04 11:18:00,3.98,3.99,3.98,3.98,53700
174,2026-02-04 11:19:00,3.98,3.99,3.97,3.97,206800
175,2026-02-04 11:20:00,3.97,3.99,3.97,3.98,254600
176,2026-02-04 11:21:00,3.98,3.99,3.98,3.98,64900
177,2026-02-04 11:22:00,3.98,3.99,3.98,3.98,122600
178,2026-02-04 11:23:00,3.98,4.0,3.98,4.0,655800
179,2026-02-04 11:24:00,3.99,3.99,3.99,3.99,30500
180,2026-02-04 11:25:00,3.99,4.0,3.99,4.0,31000
181,2026-02-04 11:26:00,3.99,4.0,3.99,3.99,92200
182,2026-02-04 11:27:00,3.99,4.0,3.98,3.99,137500
183,2026-02-04 11:28:00,3.99,3.99,3.98,3.99,94400
184,2026-02-04 11:29:00,3.98,3.99,3.98,3.99,25600
185,2026-02-04 11:30:00,3.98,3.99,3.98,3.99,173100
186,2026-02-04 13:01:00,3.99,3.99,3.98,3.98,298100
187,2026-02-04 13:02:00,3.98,3.99,3.97,3.98,509200
188,2026-02-04 13:03:00,3.97,3.98,3.97,3.97,31400
189,2026-02-04 13:04:00,3.97,3.98,3.97,3.97,15700
190,2026-02-04 13:05:00,3.97,3.98,3.97,3.98,29100
191,2026-02-04 13:06:00,3.97,3.98,3.97,3.98,31700
192,2026-02-04 13:07:00,3.97,3.98,3.97,3.97,29200
193,2026-02-04 13:08:00,3.97,3.98,3.97,3.97,118500
194,2026-02-04 13:09:00,3.97,3.98,3.97,3.97,266800
195,2026-02-04 13:10:00,3.97,3.98,3.96,3.96,276100
196,2026-02-04 13:11:00,3.96,3.98,3.96,3.97,235500
197,2026-02-04 13:12:00,3.97,3.98,3.97,3.98,51279
198,2026-02-04 13:13:00,3.97,3.98,3.97,3.97,91200
199,2026-02-04 13:14:00,3.98,3.98,3.97,3.98,75000
200,2026-02-04 13:15:00,3.97,3.98,3.97,3.98,51600
201,2026-02-04 13:16:00,3.97,3.98,3.97,3.97,47800
202,2026-02-04 13:17:00,3.97,3.98,3.97,3.97,190600
203,2026-02-04 13:18:00,3.97,3.98,3.97,3.97,13400
204,2026-02-04 13:19:00,3.97,3.98,3.97,3.98,186800
205,2026-02-04 13:20:00,3.98,3.99,3.97,3.98,337300
206,2026-02-04 13:21:00,3.98,3.98,3.97,3.97,44800
207,2026-02-04 13:22:00,3.98,3.98,3.97,3.97,81400
208,2026-02-04 13:23:00,3.97,4.0,3.97,3.99,678600
209,2026-02-04 13:24:00,4.0,4.0,3.99,4.0,62600
210,2026-02-04 13:25:00,3.99,4.0,3.99,4.0,22200
211,2026-02-04 13:26:00,4.0,4.0,3.99,3.99,145400
212,2026-02-04 13:27:00,3.99,4.0,3.98,3.99,89500
213,2026-02-04 13:28:00,3.99,4.0,3.98,3.99,60800
214,2026-02-04 13:29:00,3.99,3.99,3.99,3.99,11900
215,2026-02-04 13:30:00,4.0,4.0,3.97,3.99,521400
216,2026-02-04 13:31:00,3.99,4.0,3.99,3.99,51500
217,2026-02-04 13:32:00,3.99,4.0,3.99,4.0,65200
218,2026-02-04 13:33:00,4.0,4.0,3.99,4.0,127400
219,2026-02-04 13:34:00,4.0,4.0,3.98,3.99,489600
220,2026-02-04 13:35:00,3.99,3.99,3.98,3.98,92300
221,2026-02-04 13:36:00,3.99,3.99,3.98,3.99,20400
222,2026-02-04 13:37:00,3.98,3.99,3.98,3.98,50700
223,2026-02-04 13:38:00,3.99,3.99,3.98,3.99,71100
224,2026-02-04 13:39:00,3.99,3.99,3.97,3.98,468100
225,2026-02-04 13:40:00,3.98,3.99,3.97,3.98,195800
226,2026-02-04 13:41:00,3.98,3.98,3.97,3.97,50900
227,2026-02-04 13:42:00,3.97,3.98,3.97,3.97,24800
228,2026-02-04 13:43:00,3.97,3.98,3.97,3.98,24800
229,2026-02-04 13:44:00,3.97,3.98,3.97,3.98,161800
230,2026-02-04 13:45:00,3.97,3.98,3.97,3.97,57600
231,2026-02-04 13:46:00,3.97,3.98,3.97,3.97,429700
232,2026-02-04 13:47:00,3.97,3.98,3.96,3.97,235200
233,2026-02-04 13:48:00,3.97,3.98,3.97,3.98,184700
234,2026-02-04 13:49:00,3.98,3.98,3.97,3.97,160100
235,2026-02-04 13:50:00,3.98,3.98,3.97,3.98,50000
236,2026-02-04 13:51:00,3.98,3.98,3.97,3.98,18600
237,2026-02-04 13:52:00,3.97,3.98,3.97,3.97,28900
238,2026-02-04 13:53:00,3.97,3.98,3.97,3.97,4100
239,2026-02-04 13:54:00,3.98,3.98,3.97,3.98,46900
240,2026-02-04 13:55:00,3.98,3.98,3.97,3.97,297800
241,2026-02-04 13:56:00,3.98,3.98,3.96,3.96,283000
242,2026-02-04 13:57:00,3.97,3.97,3.96,3.97,73600
243,2026-02-04 13:58:00,3.96,3.97,3.96,3.97,559500
244,2026-02-04 13:59:00,3.96,3.97,3.96,3.96,77700
245,2026-02-04 14:00:00,3.96,3.97,3.96,3.96,381500
246,2026-02-04 14:01:00,3.96,3.97,3.95,3.96,283700
247,2026-02-04 14:02:00,3.95,3.97,3.95,3.96,61800
248,2026-02-04 14:03:00,3.96,3.97,3.95,3.97,355000
249,2026-02-04 14:04:00,3.96,3.98,3.95,3.97,1350700
250,2026-02-04 14:05:00,3.96,3.98,3.96,3.97,109300
251,2026-02-04 14:06:00,3.97,3.98,3.97,3.97,84300
252,2026-02-04 14:07:00,3.97,3.98,3.96,3.98,250300
253,2026-02-04 14:08:00,3.98,3.98,3.97,3.97,50400
254,2026-02-04 14:09:00,3.97,3.98,3.97,3.97,67100
255,2026-02-04 14:10:00,3.98,3.98,3.97,3.98,13700
256,2026-02-04 14:11:00,3.97,3.98,3.97,3.97,31300
257,2026-02-04 14:12:00,3.97,3.98,3.97,3.97,25900
258,2026-02-04 14:13:00,3.97,3.98,3.97,3.97,14300
259,2026-02-04 14:14:00,3.97,3.99,3.97,3.99,1141900
260,2026-02-04 14:15:00,3.98,3.99,3.97,3.98,233300
261,2026-02-04 14:16:00,3.98,3.99,3.98,3.99,571800
262,2026-02-04 14:17:00,3.98,3.99,3.98,3.98,22700
263,2026-02-04 14:18:00,3.98,3.99,3.98,3.98,49500
264,2026-02-04 14:19:00,3.98,3.99,3.98,3.99,18400
265,2026-02-04 14:20:00,3.98,3.99,3.98,3.99,174800
266,2026-02-04 14:21:00,3.99,3.99,3.97,3.98,273900
267,2026-02-04 14:22:00,3.97,3.98,3.97,3.98,133300
268,2026-02-04 14:23:00,3.98,3.98,3.97,3.98,21300
269,2026-02-04 14:24:00,3.97,3.99,3.97,3.98,247000
270,2026-02-04 14:25:00,3.98,3.99,3.98,3.98,78000
271,2026-02-04 14:26:00,3.98,3.99,3.98,3.99,91000
272,2026-02-04 14:27:00,3.98,3.99,3.98,3.98,82800
273,2026-02-04 14:28:00,3.98,3.99,3.98,3.99,18600
274,2026-02-04 14:29:00,3.98,3.99,3.98,3.98,10700
275,2026-02-04 14:30:00,3.98,3.99,3.98,3.99,76500
276,2026-02-04 14:31:00,3.98,3.99,3.98,3.98,89100
277,2026-02-04 14:32:00,3.98,3.99,3.98,3.99,180900
278,2026-02-04 14:33:00,3.99,3.99,3.98,3.98,91100
279,2026-02-04 14:34:00,3.98,3.99,3.98,3.98,15800
280,2026-02-04 14:35:00,3.98,3.99,3.98,3.99,399400
281,2026-02-04 14:36:00,3.99,4.0,3.98,4.0,516200
282,2026-02-04 14:37:00,3.99,4.0,3.99,4.0,59300
283,2026-02-04 14:38:00,4.0,4.0,3.99,4.0,44400
284,2026-02-04 14:39:00,4.0,4.0,3.99,3.99,28300
285,2026-02-04 14:40:00,3.99,4.0,3.99,3.99,48900
286,2026-02-04 14:41:00,3.99,4.0,3.99,3.99,166700
287,2026-02-04 14:42:00,3.99,4.0,3.99,3.99,71100
288,2026-02-04 14:43:00,4.0,4.0,3.99,4.0,50800
289,2026-02-04 14:44:00,4.0,4.0,3.99,3.99,199600
290,2026-02-04 14:45:00,3.99,4.0,3.99,4.0,274000
291,2026-02-04 14:46:00,3.99,4.0,3.99,3.99,266900
292,2026-02-04 14:47:00,3.99,4.0,3.99,4.0,172900
293,2026-02-04 14:48:00,3.99,4.0,3.99,3.99,218800
294,2026-02-04 14:49:00,3.99,4.0,3.99,4.0,116700
295,2026-02-04 14:50:00,4.0,4.0,3.99,4.0,394000
296,2026-02-04 14:51:00,4.0,4.01,3.99,4.01,1206033
297,2026-02-04 14:52:00,4.01,4.01,4.0,4.01,402500
298,2026-02-04 14:53:00,4.0,4.01,4.0,4.01,148500
299,2026-02-04 14:54:00,4.0,4.01,4.0,4.0,124600
300,2026-02-04 14:55:00,4.0,4.01,4.0,4.01,495800
301,2026-02-04 14:56:00,4.01,4.01,3.99,3.99,292800
302,2026-02-04 14:57:00,3.99,4.0,3.99,3.99,278000
303,2026-02-04 15:00:00,4.0,4.0,4.0,4.0,462700
304,2026-02-05 09:31:00,4.0,4.01,3.98,3.99,807900
305,2026-02-05 09:32:00,3.99,4.02,3.99,4.0,750700
306,2026-02-05 09:33:00,3.99,4.0,3.98,3.98,536300
307,2026-02-05 09:34:00,3.97,3.98,3.96,3.97,345900
308,2026-02-05 09:35:00,3.96,3.97,3.95,3.96,961500
309,2026-02-05 09:36:00,3.96,3.96,3.94,3.95,916800
310,2026-02-05 09:37:00,3.95,3.96,3.95,3.95,334700
311,2026-02-05 09:38:00,3.95,3.96,3.94,3.95,139300
312,2026-02-05 09:39:00,3.96,3.97,3.95,3.96,665100
313,2026-02-05 09:40:00,3.96,3.97,3.95,3.96,190100
314,2026-02-05 09:41:00,3.97,3.97,3.95,3.95,1182500
315,2026-02-05 09:42:00,3.96,3.96,3.95,3.95,631900
316,2026-02-05 09:43:00,3.96,3.96,3.95,3.95,136900
317,2026-02-05 09:44:00,3.95,3.96,3.94,3.95,320800
318,2026-02-05 09:45:00,3.94,3.95,3.94,3.95,160400
319,2026-02-05 09:46:00,3.95,3.96,3.94,3.95,708300
320,2026-02-05 09:47:00,3.96,3.96,3.95,3.95,173100
321,2026-02-05 09:48:00,3.96,3.96,3.95,3.95,75300
322,2026-02-05 09:49:00,3.96,3.96,3.94,3.94,746200
323,2026-02-05 09:50:00,3.95,3.95,3.94,3.94,176400
324,2026-02-05 09:51:00,3.94,3.95,3.94,3.94,856600
325,2026-02-05 09:52:00,3.94,3.96,3.94,3.96,396700
326,2026-02-05 09:53:00,3.95,3.96,3.94,3.94,753300
327,2026-02-05 09:54:00,3.94,3.96,3.94,3.95,309700
328,2026-02-05 09:55:00,3.95,3.96,3.95,3.95,55100
329,2026-02-05 09:56:00,3.95,3.96,3.95,3.96,174500
330,2026-02-05 09:57:00,3.96,3.97,3.96,3.96,354300
331,2026-02-05 09:58:00,3.96,3.96,3.94,3.94,497700
332,2026-02-05 09:59:00,3.94,3.95,3.94,3.95,246900
333,2026-02-05 10:00:00,3.94,3.96,3.94,3.96,760900
334,2026-02-05 10:01:00,3.96,3.96,3.95,3.96,23600
335,2026-02-05 10:02:00,3.96,3.96,3.94,3.95,325700
336,2026-02-05 10:03:00,3.95,3.96,3.95,3.96,116700
337,2026-02-05 10:04:00,3.95,3.96,3.95,3.95,66700
338,2026-02-05 10:05:00,3.95,3.96,3.95,3.95,57000
339,2026-02-05 10:06:00,3.95,3.96,3.94,3.94,287500
340,2026-02-05 10:07:00,3.94,3.95,3.94,3.94,175900
341,2026-02-05 10:08:00,3.94,3.95,3.93,3.94,790200
342,2026-02-05 10:09:00,3.93,3.94,3.93,3.93,201500
343,2026-02-05 10:10:00,3.93,3.94,3.92,3.93,655600
344,2026-02-05 10:11:00,3.93,3.94,3.92,3.92,436400
345,2026-02-05 10:12:00,3.93,3.94,3.92,3.94,466000
346,2026-02-05 10:13:00,3.94,3.94,3.93,3.94,27000
347,2026-02-05 10:14:00,3.93,3.94,3.93,3.94,37100
348,2026-02-05 10:15:00,3.94,3.94,3.93,3.93,116900
349,2026-02-05 10:16:00,3.93,3.94,3.93,3.93,282100
350,2026-02-05 10:17:00,3.93,3.94,3.92,3.93,995929
351,2026-02-05 10:18:00,3.93,3.94,3.93,3.94,178400
352,2026-02-05 10:19:00,3.94,3.94,3.93,3.93,70800
353,2026-02-05 10:20:00,3.94,3.94,3.93,3.94,113300
354,2026-02-05 10:21:00,3.93,3.94,3.93,3.94,119400
355,2026-02-05 10:22:00,3.94,3.94,3.93,3.94,194800
356,2026-02-05 10:23:00,3.94,3.94,3.93,3.93,125400
357,2026-02-05 10:24:00,3.93,3.94,3.93,3.94,5400
358,2026-02-05 10:25:00,3.93,3.94,3.93,3.94,54100
359,2026-02-05 10:26:00,3.93,3.94,3.93,3.93,219600
360,2026-02-05 10:27:00,3.93,3.94,3.92,3.93,162400
361,2026-02-05 10:28:00,3.92,3.93,3.92,3.93,152500
362,2026-02-05 10:29:00,3.93,3.93,3.92,3.93,70000
363,2026-02-05 10:30:00,3.93,3.93,3.91,3.92,749200
364,2026-02-05 10:31:00,3.91,3.92,3.91,3.92,417500
365,2026-02-05 10:32:00,3.92,3.93,3.91,3.92,225100
366,2026-02-05 10:33:00,3.92,3.93,3.92,3.93,98900
367,2026-02-05 10:34:00,3.92,3.93,3.92,3.93,10100
368,2026-02-05 10:35:00,3.92,3.93,3.92,3.93,30800
369,2026-02-05 10:36:00,3.92,3.93,3.92,3.92,50400
370,2026-02-05 10:37:00,3.92,3.93,3.92,3.93,89400
371,2026-02-05 10:38:00,3.92,3.93,3.92,3.92,73900
372,2026-02-05 10:39:00,3.92,3.93,3.92,3.92,44000
373,2026-02-05 10:40:00,3.93,3.93,3.92,3.92,73100
374,2026-02-05 10:41:00,3.92,3.93,3.92,3.93,25300
375,2026-02-05 10:42:00,3.93,3.93,3.92,3.93,18700
376,2026-02-05 10:43:00,3.93,3.93,3.92,3.92,3900
377,2026-02-05 10:44:00,3.92,3.93,3.92,3.93,26500
378,2026-02-05 10:45:00,3.92,3.93,3.92,3.92,114300
379,2026-02-05 10:46:00,3.93,3.93,3.92,3.93,351900
380,2026-02-05 10:47:00,3.92,3.92,3.91,3.92,310500
381,2026-02-05 10:48:00,3.91,3.92,3.91,3.91,133900
382,2026-02-05 10:49:00,3.92,3.92,3.9,3.91,1144000
383,2026-02-05 10:50:00,3.91,3.91,3.9,3.9,96200
384,2026-02-05 10:51:00,3.91,3.91,3.9,3.9,75900
385,2026-02-05 10:52:00,3.9,3.91,3.89,3.89,1175600
386,2026-02-05 10:53:00,3.89,3.9,3.89,3.89,288700
387,2026-02-05 10:54:00,3.89,3.9,3.89,3.89,129900
388,2026-02-05 10:55:00,3.89,3.9,3.89,3.9,65700
389,2026-02-05 10:56:00,3.89,3.9,3.89,3.89,278300
390,2026-02-05 10:57:00,3.89,3.9,3.89,3.89,421300
391,2026-02-05 10:58:00,3.89,3.91,3.89,3.9,898600
392,2026-02-05 10:59:00,3.91,3.91,3.9,3.9,132100
393,2026-02-05 11:00:00,3.9,3.91,3.9,3.91,9200
394,2026-02-05 11:01:00,3.91,3.91,3.9,3.9,33400
395,2026-02-05 11:02:00,3.91,3.91,3.9,3.9,34100
396,2026-02-05 11:03:00,3.91,3.91,3.9,3.9,37700
397,2026-02-05 11:04:00,3.9,3.91,3.9,3.9,144300
398,2026-02-05 11:05:00,3.9,3.91,3.9,3.9,13700
399,2026-02-05 11:06:00,3.9,3.91,3.9,3.91,8800
400,2026-02-05 11:07:00,3.9,3.91,3.9,3.9,5700
401,2026-02-05 11:08:00,3.9,3.91,3.9,3.9,52000
402,2026-02-05 11:09:00,3.9,3.9,3.89,3.9,674500
403,2026-02-05 11:10:00,3.89,3.9,3.89,3.9,44500
404,2026-02-05 11:11:00,3.9,3.9,3.89,3.89,593400
405,2026-02-05 11:12:00,3.9,3.9,3.89,3.89,40400
406,2026-02-05 11:13:00,3.89,3.9,3.88,3.89,340800
407,2026-02-05 11:14:00,3.88,3.89,3.88,3.89,140200
408,2026-02-05 11:15:00,3.88,3.89,3.88,3.88,65200
409,2026-02-05 11:16:00,3.89,3.89,3.88,3.88,89100
